"sales_id","order_id","order_date","year","month","month_name","quarter","year_month","product_id","product_name","category","customer_id","customer_name","segment","region_id","region_name","country","units","sales_amount","cost_amount","profit_margin"
"2885","CA-2014-165540","2014-02-21",2014,2,"Feb",1,"2014-02","OFF-BI-10004094","GBC Standard Plastic Binding Systems Combs","Office Supplies","TM-21010","Tamara Manning","Consumer","REG-CENTRAL","Central","United States",5,"8.85","22.57","-1.5502824858757062"
"2886","CA-2016-130799","2016-11-11",2016,11,"Nov",4,"2016-11","FUR-FU-10001852","Eldon Regeneration Recycled Desk Accessories, Smoke","Furniture","BK-11260","Berenike Kampe","Consumer","REG-WEST","West","United States",4,"6.96","4.73","0.32040229885057471264"
"2887","CA-2016-164483","2016-01-30",2016,1,"Jan",1,"2016-01","OFF-BI-10000014","Heavy-Duty E-Z-D Binders","Office Supplies","JF-15490","Jeremy Farry","Consumer","REG-WEST","West","United States",2,"17.46","11.56","0.33791523482245131730"
"2888","US-2016-159856","2016-10-18",2016,10,"Oct",4,"2016-10","FUR-CH-10003396","Global Deluxe Steno Chair","Furniture","EP-13915","Emily Phan","Consumer","REG-WEST","West","United States",5,"307.92","342.56","-0.11249675240322161600"
"2889","CA-2017-102099","2017-12-18",2017,12,"Dec",4,"2017-12","OFF-AR-10003811","Newell 327","Office Supplies","EP-13915","Emily Phan","Consumer","REG-WEST","West","United States",3,"6.63","4.84","0.26998491704374057315"
"2890","CA-2017-102099","2017-12-18",2017,12,"Dec",4,"2017-12","OFF-PA-10003172","Xerox 1996","Office Supplies","EP-13915","Emily Phan","Consumer","REG-WEST","West","United States",2,"12.96","6.74","0.47993827160493827160"
"2891","CA-2017-102099","2017-12-18",2017,12,"Dec",4,"2017-12","OFF-PA-10000289","Xerox 213","Office Supplies","EP-13915","Emily Phan","Consumer","REG-WEST","West","United States",5,"32.40","16.85","0.47993827160493827160"
"2892","CA-2017-164049","2017-11-02",2017,11,"Nov",4,"2017-11","OFF-PA-10000791","Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book","Office Supplies","KH-16630","Ken Heidel","Corporate","REG-WEST","West","United States",5,"23.85","13.12","0.44989517819706498952"
"2893","CA-2014-142727","2014-04-29",2014,4,"Apr",2,"2014-04","FUR-CH-10002304","Global Stack Chair without Arms, Black","Furniture","HG-14845","Harry Greene","Consumer","REG-SOUTH","South","United States",2,"51.96","38.97","0.25000000000000000000"
"2894","CA-2014-142727","2014-04-29",2014,4,"Apr",2,"2014-04","OFF-BI-10000136","Avery Non-Stick Heavy Duty View Round Locking Ring Binders","Office Supplies","HG-14845","Harry Greene","Consumer","REG-SOUTH","South","United States",3,"17.94","9.33","0.47993311036789297659"
"2895","CA-2017-139913","2017-10-23",2017,10,"Oct",4,"2017-10","OFF-PA-10003739","Xerox 1969","Office Supplies","JC-16105","Julie Creighton","Corporate","REG-EAST","East","United States",2,"11.56","5.90","0.48961937716262975779"
"2896","CA-2017-139913","2017-10-23",2017,10,"Oct",4,"2017-10","OFF-PA-10002479","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","Office Supplies","JC-16105","Julie Creighton","Corporate","REG-EAST","East","United States",5,"26.40","14.52","0.45000000000000000000"
"2897","CA-2017-139913","2017-10-23",2017,10,"Oct",4,"2017-10","FUR-FU-10000771","Eldon 200 Class Desk Accessories, Smoke","Furniture","JC-16105","Julie Creighton","Corporate","REG-EAST","East","United States",11,"69.08","40.07","0.41994788650839606254"
"2898","CA-2017-139913","2017-10-23",2017,10,"Oct",4,"2017-10","TEC-PH-10001552","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","Technology","JC-16105","Julie Creighton","Corporate","REG-EAST","East","United States",3,"35.88","25.83","0.28010033444816053512"
"2899","CA-2014-169033","2014-03-30",2014,3,"Mar",1,"2014-03","OFF-AR-10001915","Peel-Off China Markers","Office Supplies","KM-16720","Kunst Miller","Consumer","REG-EAST","East","United States",5,"49.65","28.80","0.41993957703927492447"
"2900","US-2016-164630","2016-01-04",2016,1,"Jan",1,"2016-01","TEC-CO-10000971","Hewlett Packard 310 Color Digital Copier","Technology","EB-13975","Erica Bern","Corporate","REG-SOUTH","South","United States",4,"959.97","839.97","0.12500390637207412732"
"2901","US-2015-114839","2015-04-26",2015,4,"Apr",2,"2015-04","FUR-CH-10004086","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs","Furniture","PW-19240","Pierre Wener","Consumer","REG-CENTRAL","Central","United States",2,"408.42","414.26","-0.01429900592527300328"
"2902","CA-2015-166464","2015-09-12",2015,9,"Sep",3,"2015-09","TEC-CO-10000971","Hewlett Packard 310 Color Digital Copier","Technology","PG-18895","Paul Gonzalez","Consumer","REG-EAST","East","United States",2,"479.98","419.99","0.12498437434893120547"
"2903","CA-2015-166464","2015-09-12",2015,9,"Sep",3,"2015-09","OFF-LA-10001317","Avery 520","Office Supplies","PG-18895","Paul Gonzalez","Consumer","REG-EAST","East","United States",4,"12.60","6.55","0.48015873015873015873"
"2904","CA-2017-124898","2017-09-11",2017,9,"Sep",3,"2017-09","OFF-PA-10003656","Xerox 1935","Office Supplies","DB-12910","Daniel Byrd","Home Office","REG-SOUTH","South","United States",7,"184.66","99.72","0.45998050471136142099"
"2905","CA-2016-164035","2016-06-12",2016,6,"Jun",2,"2016-06","OFF-PA-10002160","Xerox 1978","Office Supplies","CR-12730","Craig Reiter","Consumer","REG-CENTRAL","Central","United States",5,"23.12","14.74","0.36245674740484429066"
"2906","CA-2016-153577","2016-06-27",2016,6,"Jun",2,"2016-06","OFF-PA-10000575","Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","Office Supplies","KH-16330","Katharine Harms","Corporate","REG-CENTRAL","Central","United States",7,"37.46","25.29","0.32487987186332087560"
"2907","CA-2016-153577","2016-06-27",2016,6,"Jun",2,"2016-06","FUR-CH-10003981","Global Commerce Series Low-Back Swivel/Tilt Chairs","Furniture","KH-16330","Katharine Harms","Corporate","REG-CENTRAL","Central","United States",3,"539.66","547.37","-0.01428677315346699774"
"2908","CA-2014-127586","2014-09-26",2014,9,"Sep",3,"2014-09","OFF-ST-10002615","Dual Level, Single-Width Filing Carts","Office Supplies","CS-12400","Christopher Schild","Home Office","REG-WEST","West","United States",2,"310.12","229.49","0.25999613053011737392"
"2909","CA-2017-121615","2017-11-03",2017,11,"Nov",4,"2017-11","OFF-PA-10000327","Xerox 1971","Office Supplies","DL-12925","Daniel Lacy","Consumer","REG-CENTRAL","Central","United States",2,"8.56","4.71","0.44976635514018691589"
"2910","CA-2017-121615","2017-11-03",2017,11,"Nov",4,"2017-11","OFF-ST-10001325","Sterilite Officeware Hinged File Box","Office Supplies","DL-12925","Daniel Lacy","Consumer","REG-CENTRAL","Central","United States",5,"52.40","38.25","0.27003816793893129771"
"2911","CA-2017-121615","2017-11-03",2017,11,"Nov",4,"2017-11","OFF-LA-10001771","Avery 513","Office Supplies","DL-12925","Daniel Lacy","Consumer","REG-CENTRAL","Central","United States",3,"14.94","8.07","0.45983935742971887550"
"2912","CA-2017-166415","2017-02-19",2017,2,"Feb",1,"2017-02","OFF-FA-10004968","Rubber Band Ball","Office Supplies","ME-17725","Max Engle","Consumer","REG-WEST","West","United States",3,"11.22","11.00","0.01960784313725490196"
"2913","CA-2015-118444","2015-11-05",2015,11,"Nov",4,"2015-11","OFF-AP-10000576","Belkin 7 Outlet SurgeMaster II","Office Supplies","VD-21670","Valerie Dominguez","Consumer","REG-SOUTH","South","United States",4,"387.14","362.94","0.06250968641834995092"
"2914","CA-2014-113929","2014-06-16",2014,6,"Jun",2,"2014-06","OFF-EN-10003286","Staple envelope","Office Supplies","CK-12205","Chloris Kastensmidt","Consumer","REG-EAST","East","United States",5,"41.40","21.94","0.47004830917874396135"
"2915","CA-2014-113929","2014-06-16",2014,6,"Jun",2,"2014-06","OFF-AR-10003772","Boston 16750 Black Compact Battery Pencil Sharpener","Office Supplies","CK-12205","Chloris Kastensmidt","Consumer","REG-EAST","East","United States",4,"35.00","24.50","0.30000000000000000000"
"2916","CA-2014-113929","2014-06-16",2014,6,"Jun",2,"2014-06","OFF-BI-10002852","Ibico Standard Transparent Covers","Office Supplies","CK-12205","Chloris Kastensmidt","Consumer","REG-EAST","East","United States",3,"39.55","25.21","0.36257901390644753477"
"2917","CA-2015-134747","2015-10-12",2015,10,"Oct",4,"2015-10","TEC-PH-10002890","AT&T 17929 Lendline Telephone","Technology","DL-12925","Daniel Lacy","Consumer","REG-CENTRAL","Central","United States",3,"135.72","100.43","0.26002063071028588270"
"2918","CA-2015-134747","2015-10-12",2015,10,"Oct",4,"2015-10","OFF-BI-10001308","GBC Standard Plastic Binding Systems' Combs","Office Supplies","DL-12925","Daniel Lacy","Consumer","REG-CENTRAL","Central","United States",2,"12.56","6.91","0.44984076433121019108"
"2919","CA-2015-134747","2015-10-12",2015,10,"Oct",4,"2015-10","TEC-PH-10001750","Samsung Rugby III","Technology","DL-12925","Daniel Lacy","Consumer","REG-CENTRAL","Central","United States",4,"263.96","192.69","0.27000303076223670253"
"2920","CA-2017-155047","2017-08-27",2017,8,"Aug",3,"2017-08","OFF-AR-10003338","Eberhard Faber 3 1/2"" Golf Pencils","Office Supplies","SE-20110","Sanjit Engle","Consumer","REG-CENTRAL","Central","United States",1,"5.95","5.58","0.06218487394957983193"
"2921","CA-2016-160129","2016-11-23",2016,11,"Nov",4,"2016-11","OFF-FA-10002763","Advantus Map Pennant Flags and Round Head Tacks","Office Supplies","LS-17200","Luke Schmidt","Corporate","REG-EAST","East","United States",5,"15.80","13.43","0.15000000000000000000"
"2922","CA-2016-160129","2016-11-23",2016,11,"Nov",4,"2016-11","FUR-FU-10002088","Nu-Dell Float Frame 11 x 14 1/2","Furniture","LS-17200","Luke Schmidt","Corporate","REG-EAST","East","United States",2,"14.37","10.42","0.27487821851078636047"
"2923","CA-2016-160129","2016-11-23",2016,11,"Nov",4,"2016-11","FUR-FU-10003976","DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7","Furniture","LS-17200","Luke Schmidt","Corporate","REG-EAST","East","United States",7,"70.45","58.12","0.17501774308019872250"
"2924","CA-2017-164329","2017-01-30",2017,1,"Jan",1,"2017-01","OFF-ST-10001511","Space Solutions Commercial Steel Shelving","Office Supplies","MM-17920","Michael Moore","Consumer","REG-WEST","West","United States",2,"129.30","122.84","0.04996133023975251353"
"2925","US-2015-141453","2015-11-30",2015,11,"Nov",4,"2015-11","OFF-BI-10000301","GBC Instant Report Kit","Office Supplies","DB-13270","Deborah Brumfield","Home Office","REG-CENTRAL","Central","United States",3,"3.88","9.71","-1.5025773195876289"
"2926","CA-2014-156993","2014-06-28",2014,6,"Jun",2,"2014-06","OFF-FA-10003495","Staples","Office Supplies","RW-19630","Rob Williams","Corporate","REG-CENTRAL","Central","United States",1,"6.08","3.04","0.50000000000000000000"
"2927","CA-2014-157721","2014-09-02",2014,9,"Sep",3,"2014-09","OFF-AP-10001303","Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter","Office Supplies","JM-16195","Justin MacKendrick","Consumer","REG-EAST","East","United States",1,"19.90","10.95","0.44974874371859296482"
"2928","CA-2014-157721","2014-09-02",2014,9,"Sep",3,"2014-09","FUR-FU-10002116","Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats","Furniture","JM-16195","Justin MacKendrick","Consumer","REG-EAST","East","United States",1,"70.71","65.76","0.07000424268137462877"
"2929","CA-2017-128629","2017-07-10",2017,7,"Jul",3,"2017-07","FUR-FU-10000771","Eldon 200 Class Desk Accessories, Smoke","Furniture","BP-11155","Becky Pak","Consumer","REG-SOUTH","South","United States",3,"18.84","10.93","0.41985138004246284501"
"2930","CA-2017-158106","2017-06-04",2017,6,"Jun",2,"2017-06","OFF-AR-10002255","Newell 346","Office Supplies","CT-11995","Carol Triggs","Consumer","REG-CENTRAL","Central","United States",3,"8.64","6.13","0.29050925925925925926"
"2931","US-2017-120390","2017-10-19",2017,10,"Oct",4,"2017-10","OFF-BI-10004995","GBC DocuBind P400 Electric Binding System","Office Supplies","TH-21550","Tracy Hopkins","Home Office","REG-SOUTH","South","United States",4,"1633.19","2939.74","-0.79999877540273942407"
"2932","CA-2017-143434","2017-11-18",2017,11,"Nov",4,"2017-11","FUR-FU-10002597","C-Line Magnetic Cubicle Keepers, Clear Polypropylene","Furniture","ME-17320","Maria Etezadi","Home Office","REG-CENTRAL","Central","United States",4,"19.76","11.46","0.42004048582995951417"
"2933","CA-2015-168564","2015-08-08",2015,8,"Aug",3,"2015-08","OFF-BI-10004970","ACCOHIDE 3-Ring Binder, Blue, 1""","Office Supplies","TT-21220","Thomas Thornton","Consumer","REG-WEST","West","United States",2,"6.61","4.38","0.33736762481089258699"
"2934","CA-2015-168564","2015-08-08",2015,8,"Aug",3,"2015-08","OFF-BI-10002557","Presstex Flexible Ring Binders","Office Supplies","TT-21220","Thomas Thornton","Consumer","REG-WEST","West","United States",2,"7.28","4.55","0.37500000000000000000"
"2935","CA-2015-168564","2015-08-08",2015,8,"Aug",3,"2015-08","FUR-CH-10000785","Global Ergonomic Managers Chair","Furniture","TT-21220","Thomas Thornton","Consumer","REG-WEST","West","United States",1,"144.78","133.93","0.07494129023345765990"
"2936","US-2016-169040","2016-12-06",2016,12,"Dec",4,"2016-12","TEC-PH-10002310","Plantronics Calisto P620-M USB Wireless Speakerphone System","Technology","GT-14710","Greg Tran","Consumer","REG-WEST","West","United States",1,"156.79","143.07","0.08750558071305567957"
"2937","US-2016-169040","2016-12-06",2016,12,"Dec",4,"2016-12","TEC-PH-10002834","Google Nexus 5","Technology","GT-14710","Greg Tran","Consumer","REG-WEST","West","United States",3,"431.98","404.98","0.06250289365248391129"
"2938","US-2016-169040","2016-12-06",2016,12,"Dec",4,"2016-12","OFF-EN-10000927","Jet-Pak Recycled Peel 'N' Seal Padded Mailers","Office Supplies","GT-14710","Greg Tran","Consumer","REG-WEST","West","United States",1,"35.89","19.74","0.44998606854276957370"
"2939","US-2016-169040","2016-12-06",2016,12,"Dec",4,"2016-12","OFF-BI-10001636","Ibico Plastic and Wire Spiral Binding Combs","Office Supplies","GT-14710","Greg Tran","Consumer","REG-WEST","West","United States",7,"47.21","31.87","0.32493115865282779072"
"2940","US-2016-169040","2016-12-06",2016,12,"Dec",4,"2016-12","OFF-PA-10001736","Xerox 1880","Office Supplies","GT-14710","Greg Tran","Consumer","REG-WEST","West","United States",7,"248.08","131.48","0.47000967429861335053"
"2941","US-2016-169040","2016-12-06",2016,12,"Dec",4,"2016-12","OFF-PA-10000482","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","Office Supplies","GT-14710","Greg Tran","Consumer","REG-WEST","West","United States",5,"189.70","100.54","0.47000527148128624143"
"2942","US-2016-169040","2016-12-06",2016,12,"Dec",4,"2016-12","OFF-BI-10001658","GBC Standard Therm-A-Bind Covers","Office Supplies","GT-14710","Greg Tran","Consumer","REG-WEST","West","United States",3,"59.81","40.37","0.32502925932118374854"
"2943","CA-2017-155880","2017-03-25",2017,3,"Mar",1,"2017-03","FUR-CH-10000422","Global Highback Leather Tilter in Burgundy","Furniture","JD-16150","Justin Deggeller","Corporate","REG-CENTRAL","Central","United States",1,"90.99","76.43","0.16001758434992856358"
"2944","CA-2017-155880","2017-03-25",2017,3,"Mar",1,"2017-03","FUR-CH-10004675","Lifetime Advantage Folding Chairs, 4/Carton","Furniture","JD-16150","Justin Deggeller","Corporate","REG-CENTRAL","Central","United States",7,"1526.56","1099.12","0.28000209621632952521"
"2945","CA-2017-155880","2017-03-25",2017,3,"Mar",1,"2017-03","FUR-CH-10002880","Global High-Back Leather Tilter, Burgundy","Furniture","JD-16150","Justin Deggeller","Corporate","REG-CENTRAL","Central","United States",3,"368.97","328.38","0.11000894381657045288"
"2946","CA-2017-126242","2017-11-19",2017,11,"Nov",4,"2017-11","OFF-ST-10000675","File Shuttle II and Handi-File, Black","Office Supplies","MC-18100","Mick Crebagga","Consumer","REG-WEST","West","United States",9,"305.01","228.76","0.24999180354742467460"
"2947","CA-2017-126242","2017-11-19",2017,11,"Nov",4,"2017-11","FUR-FU-10002685","Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock","Furniture","MC-18100","Mick Crebagga","Consumer","REG-WEST","West","United States",1,"18.70","11.59","0.38021390374331550802"
"2948","CA-2016-166443","2016-11-04",2016,11,"Nov",4,"2016-11","FUR-FU-10004020","Advantus Panel Wall Acrylic Frame","Furniture","LH-17020","Lisa Hazard","Consumer","REG-WEST","West","United States",7,"38.29","21.83","0.42987725254635675111"
"2949","CA-2017-169859","2017-12-14",2017,12,"Dec",4,"2017-12","FUR-FU-10004963","Eldon 400 Class Desk Accessories, Black Carbon","Furniture","MP-18175","Mike Pelletier","Home Office","REG-WEST","West","United States",3,"26.25","15.23","0.41980952380952380952"
"2950","CA-2017-169859","2017-12-14",2017,12,"Dec",4,"2017-12","OFF-BI-10000174","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","Office Supplies","MP-18175","Mike Pelletier","Home Office","REG-WEST","West","United States",14,"64.96","42.22","0.35006157635467980296"
"2951","CA-2017-169859","2017-12-14",2017,12,"Dec",4,"2017-12","OFF-EN-10000461","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","Office Supplies","MP-18175","Mike Pelletier","Home Office","REG-WEST","West","United States",5,"43.70","23.16","0.47002288329519450801"
"2952","CA-2017-134915","2017-11-12",2017,11,"Nov",4,"2017-11","TEC-AC-10001266","Memorex Micro Travel Drive 8 GB","Technology","EM-14140","Eugene Moren","Home Office","REG-WEST","West","United States",4,"41.60","28.60","0.31250000000000000000"
"2953","CA-2017-134915","2017-11-12",2017,11,"Nov",4,"2017-11","OFF-PA-10002160","Xerox 1978","Office Supplies","EM-14140","Eugene Moren","Home Office","REG-WEST","West","United States",5,"23.12","14.74","0.36245674740484429066"
"2954","CA-2017-134915","2017-11-12",2017,11,"Nov",4,"2017-11","FUR-CH-10004875","Harbour Creations 67200 Series Stacking Chairs","Furniture","EM-14140","Eugene Moren","Home Office","REG-WEST","West","United States",2,"113.89","103.92","0.08754060935990868382"
"2955","CA-2017-134915","2017-11-12",2017,11,"Nov",4,"2017-11","FUR-FU-10000305","Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""","Furniture","EM-14140","Eugene Moren","Home Office","REG-WEST","West","United States",2,"113.57","119.25","-0.05001320771330456987"
"2956","CA-2017-134915","2017-11-12",2017,11,"Nov",4,"2017-11","TEC-PH-10000347","Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","Technology","EM-14140","Eugene Moren","Home Office","REG-WEST","West","United States",2,"7.92","7.23","0.08712121212121212121"
"2957","CA-2017-134915","2017-11-12",2017,11,"Nov",4,"2017-11","TEC-PH-10001459","Samsung Galaxy Mega 6.3","Technology","EM-14140","Eugene Moren","Home Office","REG-WEST","West","United States",2,"671.98","621.59","0.07498735081401232180"
"2958","CA-2016-153353","2016-08-18",2016,8,"Aug",3,"2016-08","TEC-PH-10000439","GE DSL Phone Line Filter","Technology","GG-14650","Greg Guthrie","Corporate","REG-EAST","East","United States",1,"39.99","28.39","0.29007251812953238310"
"2959","CA-2017-123638","2017-06-27",2017,6,"Jun",2,"2017-06","FUR-CH-10002647","Situations Contoured Folding Chairs, 4/Set","Furniture","MA-17995","Michelle Arnett","Home Office","REG-EAST","East","United States",3,"191.65","159.71","0.16665797025828332899"
"2960","CA-2017-168900","2017-05-04",2017,5,"May",2,"2017-05","OFF-BI-10003910","DXL Angle-View Binders with Locking Rings by Samsill","Office Supplies","SH-20395","Shahid Hopkins","Consumer","REG-EAST","East","United States",1,"2.31","4.24","-0.83549783549783549784"
"2961","CA-2015-158456","2015-12-24",2015,12,"Dec",4,"2015-12","OFF-BI-10001097","Avery Hole Reinforcements","Office Supplies","KT-16465","Kean Takahito","Consumer","REG-WEST","West","United States",4,"19.94","12.71","0.36258776328986960883"
"2962","CA-2015-158456","2015-12-24",2015,12,"Dec",4,"2015-12","OFF-FA-10004854","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","Office Supplies","KT-16465","Kean Takahito","Consumer","REG-WEST","West","United States",4,"45.92","24.34","0.46994773519163763066"
"2963","CA-2017-143665","2017-04-26",2017,4,"Apr",2,"2017-04","OFF-PA-10003673","Strathmore Photo Mount Cards","Office Supplies","PO-19180","Philisse Overcash","Home Office","REG-WEST","West","United States",3,"20.34","10.98","0.46017699115044247788"
"2964","CA-2017-143665","2017-04-26",2017,4,"Apr",2,"2017-04","OFF-LA-10002034","Avery 478","Office Supplies","PO-19180","Philisse Overcash","Home Office","REG-WEST","West","United States",8,"39.28","20.03","0.49007128309572301426"
"2965","CA-2017-137428","2017-12-16",2017,12,"Dec",4,"2017-12","FUR-CH-10002774","Global Deluxe Stacking Chair, Gray","Furniture","AY-10555","Andy Yotov","Corporate","REG-WEST","West","United States",2,"81.57","72.39","0.11254137550570062523"
"2966","CA-2017-137428","2017-12-16",2017,12,"Dec",4,"2017-12","FUR-CH-10003817","Global Value Steno Chair, Gray","Furniture","AY-10555","Andy Yotov","Corporate","REG-WEST","West","United States",2,"97.18","91.11","0.06246141181313027372"
"2967","CA-2017-137428","2017-12-16",2017,12,"Dec",4,"2017-12","OFF-BI-10002949","Prestige Round Ring Binders","Office Supplies","AY-10555","Andy Yotov","Corporate","REG-WEST","West","United States",5,"24.32","16.11","0.33758223684210526316"
"2968","CA-2017-137428","2017-12-16",2017,12,"Dec",4,"2017-12","FUR-FU-10002445","DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","Furniture","AY-10555","Andy Yotov","Corporate","REG-WEST","West","United States",2,"18.96","11.38","0.39978902953586497890"
"2969","CA-2014-162866","2014-12-27",2014,12,"Dec",4,"2014-12","FUR-FU-10001473","Eldon Executive Woodline II Desk Accessories, Mahogany","Furniture","Co-12640","Corey-Lock","Consumer","REG-CENTRAL","Central","United States",6,"32.95","52.72","-0.60000000000000000000"
"2970","CA-2014-162866","2014-12-27",2014,12,"Dec",4,"2014-12","OFF-ST-10002562","Staple magnet","Office Supplies","Co-12640","Corey-Lock","Consumer","REG-CENTRAL","Central","United States",4,"30.02","27.01","0.10026648900732844770"
"2971","CA-2017-167941","2017-11-06",2017,11,"Nov",4,"2017-11","OFF-AP-10002118","1.7 Cubic Foot Compact ""Cube"" Office Refrigerators","Office Supplies","JF-15565","Jill Fjeld","Consumer","REG-SOUTH","South","United States",3,"499.58","455.87","0.08749349453540974419"
"2972","CA-2017-167941","2017-11-06",2017,11,"Nov",4,"2017-11","OFF-PA-10001800","Xerox 220","Office Supplies","JF-15565","Jill Fjeld","Consumer","REG-SOUTH","South","United States",6,"31.10","20.22","0.34983922829581993569"
"2973","CA-2017-167941","2017-11-06",2017,11,"Nov",4,"2017-11","OFF-BI-10002827","Avery Durable Poly Binders","Office Supplies","JF-15565","Jill Fjeld","Consumer","REG-SOUTH","South","United States",8,"13.27","23.89","-0.80030143180105501130"
"2974","CA-2017-167941","2017-11-06",2017,11,"Nov",4,"2017-11","FUR-FU-10004671","Executive Impressions 12"" Wall Clock","Furniture","JF-15565","Jill Fjeld","Consumer","REG-SOUTH","South","United States",2,"28.27","21.91","0.22497347010965688008"
"2975","CA-2017-167941","2017-11-06",2017,11,"Nov",4,"2017-11","OFF-ST-10000736","Carina Double Wide Media Storage Towers in Natural & Black","Office Supplies","JF-15565","Jill Fjeld","Consumer","REG-SOUTH","South","United States",4,"259.14","310.96","-0.19996912865632476654"
"2976","CA-2017-111808","2017-12-16",2017,12,"Dec",4,"2017-12","OFF-BI-10004656","Peel & Stick Add-On Corner Pockets","Office Supplies","AR-10510","Andrew Roberts","Consumer","REG-CENTRAL","Central","United States",5,"10.80","5.62","0.47962962962962962963"
"2977","CA-2015-137512","2015-05-07",2015,5,"May",2,"2015-05","FUR-TA-10001095","Chromcraft Round Conference Tables","Furniture","AG-10675","Anna Gayman","Consumer","REG-CENTRAL","Central","United States",2,"244.01","275.38","-0.12856030490553665833"
"2978","CA-2015-137512","2015-05-07",2015,5,"May",2,"2015-05","OFF-PA-10000213","Xerox 198","Office Supplies","AG-10675","Anna Gayman","Consumer","REG-CENTRAL","Central","United States",4,"15.94","10.56","0.33751568381430363864"
"2979","CA-2017-139773","2017-12-04",2017,12,"Dec",4,"2017-12","FUR-CH-10001797","Safco Chair Connectors, 6/Carton","Furniture","DV-13045","Darrin Van Huff","Corporate","REG-EAST","East","United States",7,"188.55","191.25","-0.01431980906921241050"
"2980","CA-2017-134607","2017-10-03",2017,10,"Oct",4,"2017-10","OFF-ST-10002214","X-Rack File for Hanging Folders","Office Supplies","HL-15040","Hunter Lopez","Consumer","REG-EAST","East","United States",2,"22.58","16.71","0.25996457041629760850"
"2981","CA-2014-109232","2014-01-13",2014,1,"Jan",1,"2014-01","FUR-CH-10000422","Global Highback Leather Tilter in Burgundy","Furniture","ND-18370","Natalie DeCherney","Consumer","REG-SOUTH","South","United States",6,"545.94","458.59","0.15999926731875297652"
"2982","CA-2015-139850","2015-06-12",2015,6,"Jun",2,"2015-06","OFF-PA-10003848","Xerox 1997","Office Supplies","GB-14575","Giulietta Baptist","Consumer","REG-EAST","East","United States",4,"20.74","13.48","0.35004821600771456123"
"2983","CA-2015-139850","2015-06-12",2015,6,"Jun",2,"2015-06","FUR-FU-10003623","DataProducts Ampli Magnifier Task Lamp, Black,","Furniture","GB-14575","Giulietta Baptist","Consumer","REG-EAST","East","United States",2,"43.30","38.97","0.10000000000000000000"
"2984","CA-2014-131310","2014-07-12",2014,7,"Jul",3,"2014-07","FUR-CH-10001797","Safco Chair Connectors, 6/Carton","Furniture","CL-12565","Clay Ludtke","Consumer","REG-WEST","West","United States",4,"123.14","109.28","0.11255481565697579990"
"2985","CA-2014-131310","2014-07-12",2014,7,"Jul",3,"2014-07","OFF-BI-10003094","Self-Adhesive Ring Binder Labels","Office Supplies","CL-12565","Clay Ludtke","Consumer","REG-WEST","West","United States",4,"11.26","7.46","0.33747779751332149201"
"2986","US-2014-112872","2014-12-06",2014,12,"Dec",4,"2014-12","OFF-ST-10002205","File Shuttle I and Handi-File","Office Supplies","RC-19960","Ryan Crowe","Consumer","REG-WEST","West","United States",3,"53.42","48.75","0.08742044178210408087"
"2987","US-2014-112872","2014-12-06",2014,12,"Dec",4,"2014-12","FUR-TA-10003238","Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables","Furniture","RC-19960","Ryan Crowe","Consumer","REG-WEST","West","United States",1,"275.49","446.29","-0.61998620639587643835"
"2988","CA-2016-139269","2016-05-25",2016,5,"May",2,"2016-05","FUR-FU-10000755","Eldon Expressions Mahogany Wood Desk Collection","Furniture","JB-16045","Julia Barnett","Home Office","REG-SOUTH","South","United States",4,"24.96","18.72","0.25000000000000000000"
"2989","CA-2016-139269","2016-05-25",2016,5,"May",2,"2016-05","OFF-PA-10002893","Wirebound Service Call Books, 5 1/2"" x 4""","Office Supplies","JB-16045","Julia Barnett","Home Office","REG-SOUTH","South","United States",2,"19.36","10.07","0.47985537190082644628"
"2990","CA-2016-139269","2016-05-25",2016,5,"May",2,"2016-05","OFF-ST-10000689","Fellowes Strictly Business Drawer File, Letter/Legal Size","Office Supplies","JB-16045","Julia Barnett","Home Office","REG-SOUTH","South","United States",9,"1267.65","1115.53","0.12000157772255748827"
